Price,Open,High,Low,Close,Adj Close,Volume
2016-05-01,8362.322820599846,8563.372957783951,7999.9543525441895,8535.5625,8535.5625,33218000
2016-06-01,8516.05320921448,8754.792690345037,8374.233344168855,8666.552734375,8666.552734375,32956900
2016-07-01,8692.459682465,9085.888429158558,8569.129899258598,8984.388671875,8984.388671875,42112800
2016-08-01,9008.7188924009,9200.398125806008,8928.308926644957,9068.828125,9068.828125,41423800
2016-09-01,9055.710209530047,9303.109070117689,8885.529926190839,9166.8291015625,9166.8291015625,30156000
2016-10-01,9219.499179287322,9399.948976258496,9074.97020145876,9290.099609375,9290.099609375,29189300
2016-11-01,9272.279226767985,9296.839719136016,8879.67072308193,9240.689453125,9240.689453125,40360700
2016-12-01,9245.535168835286,9430.324915372217,9078.625276806713,9253.4853515625,9253.4853515625,33801500
2017-01-01,9252.552875747264,9468.332993059845,9235.943512764754,9447.943359375,9447.943359375,26746900
2017-02-01,9502.243338086377,9869.582924298813,9413.762931368972,9750.462890625,9750.462890625,46133900
2017-03-01,9751.113323331821,9976.603400601987,9562.743337386617,9811.5126953125,9811.5126953125,51898700
2017-04-01,9856.433604524336,9949.473579160593,9622.243337003687,9871.9931640625,9871.9931640625,37791200
2017-05-01,9926.433671553797,10121.872991619422,9895.643653453817,10040.712890625,10040.712890625,38759000
2017-06-01,10064.4404296875,10545.7001953125,10033.25,10395.0703125,10395.0703125,47734200
2017-07-01,10368.990234375,10537.419921875,10283.9501953125,10427.330078125,10427.330078125,44433400
2017-08-01,10408.5302734375,10619.419921875,10225.2802734375,10585.7802734375,10585.7802734375,58797300
2017-09-01,10576.26953125,10664.1796875,10257.01953125,10329.9404296875,10329.9404296875,56885700
2017-10-01,10425.099609375,10842.25,10414.5302734375,10793.7998046875,10793.7998046875,43472400
2017-11-01,10816.0400390625,10882.650390625,10560.4404296875,10560.4404296875,10560.4404296875,61172500
2017-12-01,10591.6201171875,10665.919921875,10322.759765625,10642.8603515625,10642.8603515625,51153000
2018-01-01,10664.8203125,11270.1796875,10650.76953125,11103.7900390625,11103.7900390625,64898600
2018-02-01,11139.400390625,11212.099609375,10189.0400390625,10815.4697265625,10815.4697265625,37962800
2018-03-01,10779.099609375,11120.2001953125,10638.98046875,10906.2197265625,10906.2197265625,51277200
2018-04-01,10936.259765625,11016.349609375,10478.98046875,10657.8798828125,10657.8798828125,43407400
2018-05-01,10665.51953125,11034.1201171875,10500.9697265625,10874.9599609375,10874.9599609375,55954400
2018-06-01,10882.6796875,11261.6796875,10633.009765625,10836.91015625,10836.91015625,57350400
2018-07-01,10852.169921875,11080.41015625,10523.580078125,11057.509765625,11057.509765625,48950700
2018-08-01,11062.3603515625,11186.0498046875,10606.259765625,11063.9404296875,11063.9404296875,47682700
2018-09-01,11087.8603515625,11097.1103515625,10667.25,11006.33984375,11006.33984375,38888400
2018-10-01,11014.1904296875,11064.33984375,9400.6904296875,9802.1298828125,9802.1298828125,46243600
2018-11-01,9812.2001953125,10014.419921875,9616.16015625,9888.0302734375,9888.0302734375,43089400
2018-12-01,9979.2099609375,10148.75,9473.2998046875,9727.41015625,9727.41015625,37512300
2019-01-01,9725.26953125,10020.599609375,9319.2802734375,9932.259765625,9932.259765625,34163500
2019-02-01,10029.83984375,10416.91015625,9988.830078125,10389.169921875,10389.169921875,28844900
2019-03-01,10385.25,10667.9404296875,10204.2099609375,10641.0400390625,10641.0400390625,41822300
2019-04-01,10714.6796875,11077.990234375,10627.009765625,10967.73046875,10967.73046875,46946300
2019-05-01,10992.759765625,11097.0,10227.4404296875,10498.490234375,10498.490234375,45492300
2019-06-01,10482.4501953125,10840.2900390625,10371.080078125,10730.830078125,10730.830078125,35248400
