Market,Strategy,Year,Train End,Train Score,Train Sharpe,Train CAGR %,Train MaxDD %,Params,Calibration Mode
Nikkei225,Model-Driven DCA,2012,2011-12-31,0.8088507984444853,1.591888563341679,-4.935313800871455,26.813603742681046,"{'alpha': 0.45, 'clip_low': 0.7, 'clip_high': 1.5, 'w_pb': 1.0, 'w_dy': 1.0}",expanding_from_start
Nikkei225,Model-Driven DCA,2013,2012-12-31,0.9994786521216097,1.575926936047079,-0.8035241814369654,26.813603742681046,"{'alpha': 0.45, 'clip_low': 0.7, 'clip_high': 1.5, 'w_pb': 1.0, 'w_dy': 1.0}",expanding_from_start
Nikkei225,Model-Driven DCA,2014,2013-12-31,1.3192014923198114,1.613591336198823,4.837644619492187,26.813603742681046,"{'alpha': 0.45, 'clip_low': 0.7, 'clip_high': 1.5, 'w_pb': 1.0, 'w_dy': 1.0}",expanding_from_start
Nikkei225,Model-Driven DCA,2015,2014-12-31,1.2372994413823517,1.534894834541695,4.773533633885552,26.813603742681046,"{'alpha': 0.45, 'clip_low': 0.7, 'clip_high': 1.5, 'w_pb': 1.0, 'w_dy': 1.0}",expanding_from_start
Nikkei225,Model-Driven DCA,2016,2015-12-31,1.1722760357253323,1.4650144783080097,4.870672645418872,26.813603742681046,"{'alpha': 0.45, 'clip_low': 0.7, 'clip_high': 1.5, 'w_pb': 1.0, 'w_dy': 1.0}",expanding_from_start
Nikkei225,Model-Driven DCA,2017,2016-12-31,1.0628151941162653,1.3914051088968025,4.153643201461676,26.813603742681046,"{'alpha': 0.45, 'clip_low': 0.7, 'clip_high': 1.5, 'w_pb': 1.0, 'w_dy': 1.0}",expanding_from_start
Nikkei225,Model-Driven DCA,2018,2017-12-31,1.0874205770082206,1.3723578921752748,5.026695193731334,26.813603742681046,"{'alpha': 0.45, 'clip_low': 0.7, 'clip_high': 1.5, 'w_pb': 1.0, 'w_dy': 1.0}",expanding_from_start
Nikkei225,Model-Driven DCA,2019,2018-12-31,0.9098603873463937,1.2814309710291125,3.294029823418043,26.813603742681046,"{'alpha': 0.45, 'clip_low': 0.7, 'clip_high': 1.5, 'w_pb': 1.0, 'w_dy': 1.0}",expanding_from_start
Nikkei225,Model-Driven DCA,2020,2019-12-31,0.93481635369232,1.2682771532211474,4.05622550649587,26.813603742681046,"{'alpha': 0.45, 'clip_low': 0.7, 'clip_high': 1.5, 'w_pb': 1.0, 'w_dy': 1.0}",expanding_from_start
Nikkei225,Model-Driven DCA,2021,2020-12-31,0.9376706228794061,1.2431738792477252,4.615376369706037,26.813603742681046,"{'alpha': 0.45, 'clip_low': 0.7, 'clip_high': 1.5, 'w_pb': 1.0, 'w_dy': 1.0}",expanding_from_start
Nikkei225,Model-Driven DCA,2022,2021-12-31,0.8936871638611912,1.2079790463424225,4.439603847447793,26.813603742681046,"{'alpha': 0.45, 'clip_low': 0.7, 'clip_high': 1.5, 'w_pb': 1.0, 'w_dy': 1.0}",expanding_from_start
Nikkei225,Model-Driven DCA,2023,2022-12-31,0.7795791319073724,1.147073646858872,3.3755511980424258,26.813603742681046,"{'alpha': 0.45, 'clip_low': 0.7, 'clip_high': 1.5, 'w_pb': 1.0, 'w_dy': 1.0}",expanding_from_start
Nikkei225,Model-Driven DCA,2024,2023-12-31,0.8403737986207072,1.1542960281119607,4.446996907247347,26.813603742681046,"{'alpha': 0.45, 'clip_low': 0.7, 'clip_high': 1.5, 'w_pb': 1.0, 'w_dy': 1.0}",expanding_from_start
Nikkei225,Model-Driven DCA,2025,2024-12-31,0.8625236786607045,1.1468102107664286,5.039710854957935,26.813603742681046,"{'alpha': 0.45, 'clip_low': 0.7, 'clip_high': 1.5, 'w_pb': 1.0, 'w_dy': 1.0}",expanding_from_start
Nikkei225,Model-Driven DCA,2026,2025-12-31,0.9023263300824746,1.145385923898825,5.86424962074541,26.813603742681046,"{'alpha': 0.45, 'clip_low': 0.7, 'clip_high': 1.5, 'w_pb': 1.0, 'w_dy': 1.0}",expanding_from_start
